"Country","Gender","Score by Gender","Immigration Status","Score by Immigration","Language","Score by Language","Internet: Y/N","Score by Internet","Computer: Y/N","Score by Computer"
"Selected countries and jurisdictions","Female",7.416626033501891,"Country of test",7.5791741030873405,"Language of the test",7.6111150212453085,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Female",7.871862158853822,"Country of test",8.029798057592178,"Language of the test",8.03469564914743,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Female",7.012669499483661,"Country of test",7.262469006468249,"Language of the test",7.24173668077695,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Female",7.83994426088068,"Country of test",8.03028608693971,"Language of the test",8.045289111672352,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Female",8.170243075690138,"Country of test",8.216747557729162,"Language of the test",8.227131422098356,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Female",7.57830936086845,"Country of test",7.648027488063371,"Language of the test",7.648346777716539,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Female",7.67051591574163,"Country of test",7.84775236177963,"Language of the test",7.847131038016268,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Female",7.92923450960039,"Country of test",8.174664147292718,"Language of the test",8.170140053281292,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Female",8.05207366909501,"Country of test",8.255932881683291,"Language of the test",8.31079478197431,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Female",8.721906979470598,"Country of test",8.802504930781305,"Language of the test",8.78699532764339,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Female",7.47719375321555,"Country of test",7.631051593280111,"Language of the test",7.66380518453121,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Female",8.020831487454299,"Country of test",8.1169294340849,"Language of the test",8.591378486546866,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Female",7.42797851399453,"Country of test",7.512156341022529,"Language of the test",7.56812711352165,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Female",6.12962330184559,"Country of test",6.397351391565699,"Language of the test",6.37153366275229,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Female",7.616402952937589,"Country of test",7.784938280298289,"Language of the test",7.78039354874301,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Female",7.71463921080883,"Country of test",7.892408589443459,"Language of the test",7.769182949668199,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Female",7.12967311037639,"Country of test",7.331417086024651,"Language of the test",7.262537735008269,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Female",8.778001335494118,"Country of test",8.88561812259332,"Language of the test",8.9191300270405,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Female",4.89375832823587,"Country of test",5.14078270490533,"Language of the test",4.90264794360543,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Female",5.6204000508350385,"Country of test",5.924284285814161,"Language of the test",5.99143284221121,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Female",8.0143255170683,"Country of test",8.1676823281903,"Language of the test",8.22269539497595,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Female",7.93372285336645,"Country of test",8.009132151324613,"Language of the test",8.029460757487662,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Female",7.731325016544221,"Country of test",7.713952842769989,"Language of the test",8.065021293546902,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Female",5.703000034034241,"Country of test",5.99574065586671,"Language of the test",6.02961833457808,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Male",7.706425244087209,"Country of test",7.5791741030873405,"Language of the test",7.6111150212453085,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Male",8.126818959135878,"Country of test",8.029798057592178,"Language of the test",8.03469564914743,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Male",7.4638138448226,"Country of test",7.262469006468249,"Language of the test",7.24173668077695,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Male",8.122751358869213,"Country of test",8.03028608693971,"Language of the test",8.045289111672352,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Male",8.073548611669002,"Country of test",8.216747557729162,"Language of the test",8.227131422098356,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Male",7.70537469155602,"Country of test",7.648027488063371,"Language of the test",7.648346777716539,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Male",8.056923484344368,"Country of test",7.84775236177963,"Language of the test",7.847131038016268,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Male",8.412060543453578,"Country of test",8.174664147292718,"Language of the test",8.170140053281292,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Male",8.43579329297603,"Country of test",8.255932881683291,"Language of the test",8.31079478197431,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Male",8.744285845396249,"Country of test",8.802504930781305,"Language of the test",8.78699532764339,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Male",7.85380307778067,"Country of test",7.631051593280111,"Language of the test",7.66380518453121,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Male",8.15614095587385,"Country of test",8.1169294340849,"Language of the test",8.591378486546866,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Male",7.613506866441208,"Country of test",7.512156341022529,"Language of the test",7.56812711352165,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Male",6.620458160255458,"Country of test",6.397351391565699,"Language of the test",6.37153366275229,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Male",7.952800957028149,"Country of test",7.784938280298289,"Language of the test",7.78039354874301,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Male",7.712704420508009,"Country of test",7.892408589443459,"Language of the test",7.769182949668199,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Male",7.46508629559811,"Country of test",7.331417086024651,"Language of the test",7.262537735008269,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Male",8.97090357024216,"Country of test",8.88561812259332,"Language of the test",8.9191300270405,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Male",5.413107240145699,"Country of test",5.14078270490533,"Language of the test",4.90264794360543,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Male",6.2134807217419,"Country of test",5.924284285814161,"Language of the test",5.99143284221121,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Male",8.2907742422079,"Country of test",8.1676823281903,"Language of the test",8.22269539497595,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Male",8.07092602701895,"Country of test",8.009132151324613,"Language of the test",8.029460757487662,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Male",7.876327031867651,"Country of test",7.713952842769989,"Language of the test",8.065021293546902,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Male",6.31678413012187,"Country of test",5.99574065586671,"Language of the test",6.02961833457808,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Female",7.416626033501891,"Other country",7.5802265043895805,"Language of the test",7.6111150212453085,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Female",7.871862158853822,"Other country",7.81615610335165,"Language of the test",8.03469564914743,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Female",7.012669499483661,"Other country",6.782722498973111,"Language of the test",7.24173668077695,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Female",7.83994426088068,"Other country",7.278060752285111,"Language of the test",8.045289111672352,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Female",8.170243075690138,"Other country",7.634450512825539,"Language of the test",8.227131422098356,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Female",7.57830936086845,"Other country",8.128729355797168,"Language of the test",7.648346777716539,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Female",7.67051591574163,"Other country",8.57319688451977,"Language of the test",7.847131038016268,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Female",7.92923450960039,"Other country",7.954241771411161,"Language of the test",8.170140053281292,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Female",8.05207366909501,"Other country",8.070225960032289,"Language of the test",8.31079478197431,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Female",8.721906979470598,"Other country",8.107621090969078,"Language of the test",8.78699532764339,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Female",7.47719375321555,"Other country",8.299446438164694,"Language of the test",7.66380518453121,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Female",8.020831487454299,"Other country",7.8273616272575195,"Language of the test",8.591378486546866,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Female",7.42797851399453,"Other country",7.9183723849428915,"Language of the test",7.56812711352165,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Female",6.12962330184559,"Other country",5.751683986002921,"Language of the test",6.37153366275229,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Female",7.616402952937589,"Other country",7.637773668547509,"Language of the test",7.78039354874301,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Female",7.71463921080883,"Other country",7.02446288889438,"Language of the test",7.769182949668199,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Female",7.12967311037639,"Other country",6.910468556025779,"Language of the test",7.262537735008269,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Female",8.778001335494118,"Other country",8.7957223520451,"Language of the test",8.9191300270405,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Female",4.89375832823587,"Other country",7.201322162668681,"Language of the test",4.90264794360543,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Female",5.6204000508350385,"Other country",6.914294516976269,"Language of the test",5.99143284221121,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Female",8.0143255170683,"Other country",8.030764717909701,"Language of the test",8.22269539497595,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Female",7.93372285336645,"Other country",8.007871326794739,"Language of the test",8.029460757487662,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Female",7.731325016544221,"Other country",8.185430959486554,"Language of the test",8.065021293546902,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Female",5.703000034034241,"Other country",5.730758684040711,"Language of the test",6.02961833457808,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Male",7.706425244087209,"Other country",7.5802265043895805,"Language of the test",7.6111150212453085,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Male",8.126818959135878,"Other country",7.81615610335165,"Language of the test",8.03469564914743,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Male",7.4638138448226,"Other country",6.782722498973111,"Language of the test",7.24173668077695,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Male",8.122751358869213,"Other country",7.278060752285111,"Language of the test",8.045289111672352,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Male",8.073548611669002,"Other country",7.634450512825539,"Language of the test",8.227131422098356,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Male",7.70537469155602,"Other country",8.128729355797168,"Language of the test",7.648346777716539,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Male",8.056923484344368,"Other country",8.57319688451977,"Language of the test",7.847131038016268,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Male",8.412060543453578,"Other country",7.954241771411161,"Language of the test",8.170140053281292,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Male",8.43579329297603,"Other country",8.070225960032289,"Language of the test",8.31079478197431,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Male",8.744285845396249,"Other country",8.107621090969078,"Language of the test",8.78699532764339,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Male",7.85380307778067,"Other country",8.299446438164694,"Language of the test",7.66380518453121,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Male",8.15614095587385,"Other country",7.8273616272575195,"Language of the test",8.591378486546866,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Male",7.613506866441208,"Other country",7.9183723849428915,"Language of the test",7.56812711352165,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Male",6.620458160255458,"Other country",5.751683986002921,"Language of the test",6.37153366275229,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Male",7.952800957028149,"Other country",7.637773668547509,"Language of the test",7.78039354874301,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Male",7.712704420508009,"Other country",7.02446288889438,"Language of the test",7.769182949668199,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Male",7.46508629559811,"Other country",6.910468556025779,"Language of the test",7.262537735008269,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Male",8.97090357024216,"Other country",8.7957223520451,"Language of the test",8.9191300270405,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Male",5.413107240145699,"Other country",7.201322162668681,"Language of the test",4.90264794360543,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Male",6.2134807217419,"Other country",6.914294516976269,"Language of the test",5.99143284221121,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Male",8.2907742422079,"Other country",8.030764717909701,"Language of the test",8.22269539497595,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Male",8.07092602701895,"Other country",8.007871326794739,"Language of the test",8.029460757487662,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Male",7.876327031867651,"Other country",8.185430959486554,"Language of the test",8.065021293546902,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Male",6.31678413012187,"Other country",5.730758684040711,"Language of the test",6.02961833457808,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Female",7.416626033501891,"Country of test",7.5791741030873405,"Other language",7.38764984225944,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Female",7.871862158853822,"Country of test",8.029798057592178,"Other language",7.886079305888471,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Female",7.012669499483661,"Country of test",7.262469006468249,"Other language",7.432293711803402,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Female",7.83994426088068,"Country of test",8.03028608693971,"Other language",7.263378547336619,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Female",8.170243075690138,"Country of test",8.216747557729162,"Other language",7.92109352852552,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Female",7.57830936086845,"Country of test",7.648027488063371,"Other language",8.297170095067548,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Female",7.67051591574163,"Country of test",7.84775236177963,"Other language",8.013668070315559,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Female",7.92923450960039,"Country of test",8.174664147292718,"Other language",8.209480957419121,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Female",8.05207366909501,"Country of test",8.255932881683291,"Other language",7.407593784829991,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Female",8.721906979470598,"Country of test",8.802504930781305,"Other language",8.543955751810008,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Female",7.47719375321555,"Country of test",7.631051593280111,"Other language",7.902857936063409,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Female",8.020831487454299,"Country of test",8.1169294340849,"Other language",8.023977115668478,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Female",7.42797851399453,"Country of test",7.512156341022529,"Other language",7.253930457030469,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Female",6.12962330184559,"Country of test",6.397351391565699,"Other language",6.470475693095631,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Female",7.616402952937589,"Country of test",7.784938280298289,"Other language",7.865400270866318,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Female",7.71463921080883,"Country of test",7.892408589443459,"Other language",7.47191648696791,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Female",7.12967311037639,"Country of test",7.331417086024651,"Other language",7.662492863666669,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Female",8.778001335494118,"Country of test",8.88561812259332,"Other language",8.870408243604702,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Female",4.89375832823587,"Country of test",5.14078270490533,"Other language",5.215653121314501,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Female",5.6204000508350385,"Country of test",5.924284285814161,"Other language",5.6092845491763885,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Female",8.0143255170683,"Country of test",8.1676823281903,"Other language",7.4156860367485296,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Female",7.93372285336645,"Country of test",8.009132151324613,"Other language",7.591790703905371,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Female",7.731325016544221,"Country of test",7.713952842769989,"Other language",7.46138388988631,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Female",5.703000034034241,"Country of test",5.99574065586671,"Other language",4.6244047146052285,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Male",7.706425244087209,"Country of test",7.5791741030873405,"Other language",7.38764984225944,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Male",8.126818959135878,"Country of test",8.029798057592178,"Other language",7.886079305888471,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Male",7.4638138448226,"Country of test",7.262469006468249,"Other language",7.432293711803402,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Male",8.122751358869213,"Country of test",8.03028608693971,"Other language",7.263378547336619,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Male",8.073548611669002,"Country of test",8.216747557729162,"Other language",7.92109352852552,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Male",7.70537469155602,"Country of test",7.648027488063371,"Other language",8.297170095067548,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Male",8.056923484344368,"Country of test",7.84775236177963,"Other language",8.013668070315559,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Male",8.412060543453578,"Country of test",8.174664147292718,"Other language",8.209480957419121,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Male",8.43579329297603,"Country of test",8.255932881683291,"Other language",7.407593784829991,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Male",8.744285845396249,"Country of test",8.802504930781305,"Other language",8.543955751810008,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Male",7.85380307778067,"Country of test",7.631051593280111,"Other language",7.902857936063409,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Male",8.15614095587385,"Country of test",8.1169294340849,"Other language",8.023977115668478,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Male",7.613506866441208,"Country of test",7.512156341022529,"Other language",7.253930457030469,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Male",6.620458160255458,"Country of test",6.397351391565699,"Other language",6.470475693095631,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Male",7.952800957028149,"Country of test",7.784938280298289,"Other language",7.865400270866318,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
"Hong Kong (China)","Male",7.712704420508009,"Country of test",7.892408589443459,"Other language",7.47191648696791,"Internet at home: Yes",7.75816659395622,"Computer for school work at home: Yes",7.89225721172914
"Kazakhstan","Male",7.46508629559811,"Country of test",7.331417086024651,"Other language",7.662492863666669,"Internet at home: Yes",7.6079592757926795,"Computer for school work at home: Yes",8.058922661011717
"Malta","Male",8.97090357024216,"Country of test",8.88561812259332,"Other language",8.870408243604702,"Internet at home: Yes",8.894917656343232,"Computer for school work at home: Yes",8.937327770239497
"Morocco","Male",5.413107240145699,"Country of test",5.14078270490533,"Other language",5.215653121314501,"Internet at home: Yes",6.59147404510078,"Computer for school work at home: Yes",6.839318062812021
"Panama","Male",6.2134807217419,"Country of test",5.924284285814161,"Other language",5.6092845491763885,"Internet at home: Yes",7.1899790038115405,"Computer for school work at home: Yes",7.4937298897276605
"Russia","Male",8.2907742422079,"Country of test",8.1676823281903,"Other language",7.4156860367485296,"Internet at home: Yes",8.21205093925049,"Computer for school work at home: Yes",8.296915805035509
"Serbia","Male",8.07092602701895,"Country of test",8.009132151324613,"Other language",7.591790703905371,"Internet at home: Yes",8.06438011530019,"Computer for school work at home: Yes",8.15811583873395
"Singapore","Male",7.876327031867651,"Country of test",7.713952842769989,"Other language",7.46138388988631,"Internet at home: Yes",7.8444258838179195,"Computer for school work at home: Yes",7.98672733685731
"Thailand","Male",6.31678413012187,"Country of test",5.99574065586671,"Other language",4.6244047146052285,"Internet at home: Yes",6.488537254490489,"Computer for school work at home: Yes",7.377111490574131
"Selected countries and jurisdictions","Female",7.416626033501891,"Other country",7.5802265043895805,"Other language",7.38764984225944,"Internet at home: Yes",7.83426442847079,"Computer for school work at home: Yes",8.02333900313601
"International Average (OECD)","Female",7.871862158853822,"Other country",7.81615610335165,"Other language",7.886079305888471,"Internet at home: Yes",8.097546064968082,"Computer for school work at home: Yes",8.190777526951328
"Chile","Female",7.012669499483661,"Other country",6.782722498973111,"Other language",7.432293711803402,"Internet at home: Yes",7.524101590905369,"Computer for school work at home: Yes",7.687253246537109
"Greece","Female",7.83994426088068,"Other country",7.278060752285111,"Other language",7.263378547336619,"Internet at home: Yes",8.110354490206769,"Computer for school work at home: Yes",8.216400489802828
"Israel","Female",8.170243075690138,"Other country",7.634450512825539,"Other language",7.92109352852552,"Internet at home: Yes",8.247962303364687,"Computer for school work at home: Yes",8.327214185913338
"Korea","Female",7.57830936086845,"Other country",8.128729355797168,"Other language",8.297170095067548,"Internet at home: Yes",7.712555148926559,"Computer for school work at home: Yes",7.77799707297976
"Latvia","Female",7.67051591574163,"Other country",8.57319688451977,"Other language",8.013668070315559,"Internet at home: Yes",7.88879923356191,"Computer for school work at home: Yes",7.955936258897029
"Lithuania","Female",7.92923450960039,"Other country",7.954241771411161,"Other language",8.209480957419121,"Internet at home: Yes",8.206086515418361,"Computer for school work at home: Yes",8.241895967373386
"Slovak Republic","Female",8.05207366909501,"Other country",8.070225960032289,"Other language",7.407593784829991,"Internet at home: Yes",8.29767980213726,"Computer for school work at home: Yes",8.397278079591809
"Spain","Female",8.721906979470598,"Other country",8.107621090969078,"Other language",8.543955751810008,"Internet at home: Yes",8.79282943522373,"Computer for school work at home: Yes",8.922244914515352
"Albania","Female",7.47719375321555,"Other country",8.299446438164694,"Other language",7.902857936063409,"Internet at home: Yes",8.19582400805633,"Computer for school work at home: Yes",8.483350660626769
"Brunei Darussalam","Female",8.020831487454299,"Other country",7.8273616272575195,"Other language",8.023977115668478,"Internet at home: Yes",8.390353976754529,"Computer for school work at home: Yes",8.55397064518982
"Chinese Taipei","Female",7.42797851399453,"Other country",7.9183723849428915,"Other language",7.253930457030469,"Internet at home: Yes",7.604961947920408,"Computer for school work at home: Yes",7.79783513438293
"Costa Rica","Female",6.12962330184559,"Other country",5.751683986002921,"Other language",6.470475693095631,"Internet at home: Yes",6.927491044595549,"Computer for school work at home: Yes",7.22076044548729
"Croatia","Female",7.616402952937589,"Other country",7.637773668547509,"Other language",7.865400270866318,"Internet at home: Yes",7.8029271614222395,"Computer for school work at home: Yes",7.890894900973759
