"Country","Gender","Score by Gender","Immigration Status","Score by Immigration","Language","Score by Language","Internet: Y/N","Score by Internet","Computer: Y/N","Score by Computer"
"Panama","Male",6.2134807217419,"Country of test",5.924284285814161,"Other language",5.6092845491763885,"Internet at home: No",4.01846106653914,"Computer for school work at home: No",4.12206029450454
"Russia","Male",8.2907742422079,"Country of test",8.1676823281903,"Other language",7.4156860367485296,"Internet at home: No",5.825679353005959,"Computer for school work at home: No",6.312775131195939
"Serbia","Male",8.07092602701895,"Country of test",8.009132151324613,"Other language",7.591790703905371,"Internet at home: No",5.95311299794813,"Computer for school work at home: No",6.160912342807609
"Singapore","Male",7.876327031867651,"Country of test",7.713952842769989,"Other language",7.46138388988631,"Internet at home: No",5.56525774495046,"Computer for school work at home: No",6.45449639891193
"Thailand","Male",6.31678413012187,"Country of test",5.99574065586671,"Other language",4.6244047146052285,"Internet at home: No",3.65761377444224,"Computer for school work at home: No",4.388405557662439
"Selected countries and jurisdictions","Female",7.416626033501891,"Other country",7.5802265043895805,"Other language",7.38764984225944,"Internet at home: No",5.47030595071204,"Computer for school work at home: No",5.94123955903248
"International Average (OECD)","Female",7.871862158853822,"Other country",7.81615610335165,"Other language",7.886079305888471,"Internet at home: No",5.639931863508809,"Computer for school work at home: No",6.18634405944217
"Chile","Female",7.012669499483661,"Other country",6.782722498973111,"Other language",7.432293711803402,"Internet at home: No",5.0759981921135715,"Computer for school work at home: No",5.149130440788599
"Greece","Female",7.83994426088068,"Other country",7.278060752285111,"Other language",7.263378547336619,"Internet at home: No",5.640416021403209,"Computer for school work at home: No",6.263197217047379
"Israel","Female",8.170243075690138,"Other country",7.634450512825539,"Other language",7.92109352852552,"Internet at home: No",5.8045686531362595,"Computer for school work at home: No",5.72172796132038
"Korea","Female",7.57830936086845,"Other country",8.128729355797168,"Other language",8.297170095067548,"Internet at home: No",5.502050915354621,"Computer for school work at home: No",6.45414959148627
"Latvia","Female",7.67051591574163,"Other country",8.57319688451977,"Other language",8.013668070315559,"Internet at home: No",5.5514886936875705,"Computer for school work at home: No",6.3511309817855794
"Lithuania","Female",7.92923450960039,"Other country",7.954241771411161,"Other language",8.209480957419121,"Internet at home: No",5.712635184332941,"Computer for school work at home: No",6.4129856694731195
"Slovak Republic","Female",8.05207366909501,"Other country",8.070225960032289,"Other language",7.407593784829991,"Internet at home: No",5.78467246687222,"Computer for school work at home: No",6.444350985893361
"Spain","Female",8.721906979470598,"Other country",8.107621090969078,"Other language",8.543955751810008,"Internet at home: No",6.0476247811700805,"Computer for school work at home: No",6.694079627742699
"Albania","Female",7.47719375321555,"Other country",8.299446438164694,"Other language",7.902857936063409,"Internet at home: No",5.543066785236021,"Computer for school work at home: No",5.828393403192041
"Brunei Darussalam","Female",8.020831487454299,"Other country",7.8273616272575195,"Other language",8.023977115668478,"Internet at home: No",6.937229811391311,"Computer for school work at home: No",7.167326551289918
"Chinese Taipei","Female",7.42797851399453,"Other country",7.9183723849428915,"Other language",7.253930457030469,"Internet at home: No",5.624159018671129,"Computer for school work at home: No",6.386879324763061
"Costa Rica","Female",6.12962330184559,"Other country",5.751683986002921,"Other language",6.470475693095631,"Internet at home: No",3.749974881302391,"Computer for school work at home: No",4.0824859166136696
"Croatia","Female",7.616402952937589,"Other country",7.637773668547509,"Other language",7.865400270866318,"Internet at home: No",5.4623325704581696,"Computer for school work at home: No",6.748246121307811
"Hong Kong (China)","Female",7.71463921080883,"Other country",7.02446288889438,"Other language",7.47191648696791,"Internet at home: No",5.7871177013137896,"Computer for school work at home: No",6.379551960175209
"Kazakhstan","Female",7.12967311037639,"Other country",6.910468556025779,"Other language",7.662492863666669,"Internet at home: No",5.202346742477831,"Computer for school work at home: No",5.350081253740199
"Malta","Female",8.778001335494118,"Other country",8.7957223520451,"Other language",8.870408243604702,"Internet at home: No",8.243323141537696,"Computer for school work at home: No",7.93779405514201
"Morocco","Female",4.89375832823587,"Other country",7.201322162668681,"Other language",5.215653121314501,"Internet at home: No",3.65760041832013,"Computer for school work at home: No",3.89710951187072
"Panama","Female",5.6204000508350385,"Other country",6.914294516976269,"Other language",5.6092845491763885,"Internet at home: No",4.01846106653914,"Computer for school work at home: No",4.12206029450454
"Russia","Female",8.0143255170683,"Other country",8.030764717909701,"Other language",7.4156860367485296,"Internet at home: No",5.825679353005959,"Computer for school work at home: No",6.312775131195939
"Serbia","Female",7.93372285336645,"Other country",8.007871326794739,"Other language",7.591790703905371,"Internet at home: No",5.95311299794813,"Computer for school work at home: No",6.160912342807609
"Singapore","Female",7.731325016544221,"Other country",8.185430959486554,"Other language",7.46138388988631,"Internet at home: No",5.56525774495046,"Computer for school work at home: No",6.45449639891193
"Thailand","Female",5.703000034034241,"Other country",5.730758684040711,"Other language",4.6244047146052285,"Internet at home: No",3.65761377444224,"Computer for school work at home: No",4.388405557662439
"Selected countries and jurisdictions","Male",7.706425244087209,"Other country",7.5802265043895805,"Other language",7.38764984225944,"Internet at home: No",5.47030595071204,"Computer for school work at home: No",5.94123955903248
"International Average (OECD)","Male",8.126818959135878,"Other country",7.81615610335165,"Other language",7.886079305888471,"Internet at home: No",5.639931863508809,"Computer for school work at home: No",6.18634405944217
"Chile","Male",7.4638138448226,"Other country",6.782722498973111,"Other language",7.432293711803402,"Internet at home: No",5.0759981921135715,"Computer for school work at home: No",5.149130440788599
"Greece","Male",8.122751358869213,"Other country",7.278060752285111,"Other language",7.263378547336619,"Internet at home: No",5.640416021403209,"Computer for school work at home: No",6.263197217047379
"Israel","Male",8.073548611669002,"Other country",7.634450512825539,"Other language",7.92109352852552,"Internet at home: No",5.8045686531362595,"Computer for school work at home: No",5.72172796132038
"Korea","Male",7.70537469155602,"Other country",8.128729355797168,"Other language",8.297170095067548,"Internet at home: No",5.502050915354621,"Computer for school work at home: No",6.45414959148627
"Latvia","Male",8.056923484344368,"Other country",8.57319688451977,"Other language",8.013668070315559,"Internet at home: No",5.5514886936875705,"Computer for school work at home: No",6.3511309817855794
"Lithuania","Male",8.412060543453578,"Other country",7.954241771411161,"Other language",8.209480957419121,"Internet at home: No",5.712635184332941,"Computer for school work at home: No",6.4129856694731195
"Slovak Republic","Male",8.43579329297603,"Other country",8.070225960032289,"Other language",7.407593784829991,"Internet at home: No",5.78467246687222,"Computer for school work at home: No",6.444350985893361
"Spain","Male",8.744285845396249,"Other country",8.107621090969078,"Other language",8.543955751810008,"Internet at home: No",6.0476247811700805,"Computer for school work at home: No",6.694079627742699
"Albania","Male",7.85380307778067,"Other country",8.299446438164694,"Other language",7.902857936063409,"Internet at home: No",5.543066785236021,"Computer for school work at home: No",5.828393403192041
"Brunei Darussalam","Male",8.15614095587385,"Other country",7.8273616272575195,"Other language",8.023977115668478,"Internet at home: No",6.937229811391311,"Computer for school work at home: No",7.167326551289918
"Chinese Taipei","Male",7.613506866441208,"Other country",7.9183723849428915,"Other language",7.253930457030469,"Internet at home: No",5.624159018671129,"Computer for school work at home: No",6.386879324763061
"Costa Rica","Male",6.620458160255458,"Other country",5.751683986002921,"Other language",6.470475693095631,"Internet at home: No",3.749974881302391,"Computer for school work at home: No",4.0824859166136696
"Croatia","Male",7.952800957028149,"Other country",7.637773668547509,"Other language",7.865400270866318,"Internet at home: No",5.4623325704581696,"Computer for school work at home: No",6.748246121307811
"Hong Kong (China)","Male",7.712704420508009,"Other country",7.02446288889438,"Other language",7.47191648696791,"Internet at home: No",5.7871177013137896,"Computer for school work at home: No",6.379551960175209
"Kazakhstan","Male",7.46508629559811,"Other country",6.910468556025779,"Other language",7.662492863666669,"Internet at home: No",5.202346742477831,"Computer for school work at home: No",5.350081253740199
"Malta","Male",8.97090357024216,"Other country",8.7957223520451,"Other language",8.870408243604702,"Internet at home: No",8.243323141537696,"Computer for school work at home: No",7.93779405514201
"Morocco","Male",5.413107240145699,"Other country",7.201322162668681,"Other language",5.215653121314501,"Internet at home: No",3.65760041832013,"Computer for school work at home: No",3.89710951187072
"Panama","Male",6.2134807217419,"Other country",6.914294516976269,"Other language",5.6092845491763885,"Internet at home: No",4.01846106653914,"Computer for school work at home: No",4.12206029450454
"Russia","Male",8.2907742422079,"Other country",8.030764717909701,"Other language",7.4156860367485296,"Internet at home: No",5.825679353005959,"Computer for school work at home: No",6.312775131195939
"Serbia","Male",8.07092602701895,"Other country",8.007871326794739,"Other language",7.591790703905371,"Internet at home: No",5.95311299794813,"Computer for school work at home: No",6.160912342807609
"Singapore","Male",7.876327031867651,"Other country",8.185430959486554,"Other language",7.46138388988631,"Internet at home: No",5.56525774495046,"Computer for school work at home: No",6.45449639891193
"Thailand","Male",6.31678413012187,"Other country",5.730758684040711,"Other language",4.6244047146052285,"Internet at home: No",3.65761377444224,"Computer for school work at home: No",4.388405557662439
